0.004133779	-0.061881006	-0.037601165	-0.032814775	-0.050256737	0.033107102	-0.061122634	0.005613311	0.024477681	-0.089012645	-0.08431297	-0.048423536	0.01029951	-0.021679396	0.044048224	0.0028239987
0.12537724	-0.08416024	-0.03550606	0.04536244	0.091897644	0.19270511	-0.06481347	-0.070799686	-0.076488435	0.040356148	-0.17495388	-0.15227097	-0.06072677	-0.11576386	0.106641725	0.011738561
0.13988733	-0.12034368	-0.028965868	0.07063199	0.08449229	0.27581277	-0.21075216	-0.0313173	-0.017826304	-0.004596526	-0.27495295	-0.26223433	-0.060213324	-0.15851061	0.28106728	0.06440386
-0.41695666	0.43931273	-0.2763173	-0.2108247	-0.37640348	-0.5353093	0.4729086	0.26605365	0.25920758	-0.3073882	0.5328225	0.5801874	0.29027137	0.4636778	-0.499652	0.2557719
0.054402307	0.06078536	-0.08263003	-0.0035845335	-0.004417311	-0.029557029	-0.06152218	0.013443553	0.05069074	-0.09353667	-0.04907488	0.053613495	0.07219449	0.015140705	-0.024676153	0.10636633
0.053630386	-0.07119648	0.042297218	0.014766887	0.028583588	0.07054354	-0.030641949	0.025204984	-0.05664174	0.04451277	-0.007835706	-0.06620979	-0.0072381212	-0.05288903	0.007478698	-0.05209211
-0.43389755	0.44801423	-0.29624817	-0.29318577	-0.3375028	-0.52876335	0.4177057	0.31698313	0.33556467	-0.33848855	0.53596896	0.5378581	0.33139595	0.40257794	-0.49900943	0.27690148
0.10247348	-0.0638206	0.063695095	0.012052128	0.011642548	0.096877545	-0.040962312	-0.0043485127	-0.078046024	-0.004977123	-0.08188101	-0.006756689	-0.0796652	-0.0676351	0.03334032	0.00500773
-0.4028619	0.38465086	-0.24252602	-0.2268476	-0.26340523	-0.46148685	0.38563251	0.23673376	0.221309	-0.30265775	0.46990854	0.52484566	0.2461983	0.33484492	-0.4666075	0.2583429
-0.01478011	-0.022935731	-0.04396156	-0.022208128	-0.0019398276	0.019929135	0.005716336	-0.017791066	0.019752154	-0.0022961462	0.019872816	-0.004942231	0.042002082	-0.01190637	-0.018646479	-0.0003452594
-0.48829696	0.37646294	-0.31497955	-0.29219443	-0.3969454	-0.4765276	0.39744654	0.31112882	0.30232444	-0.3239117	0.50104386	0.55999935	0.34964624	0.42745215	-0.47708613	0.27125072
0.06464001	-0.108598344	0.07149964	-0.010393534	0.05226239	0.1732804	-0.09547076	-0.017319024	-0.0906777	0.08306702	-0.12804584	-0.1544905	-0.0014928485	-0.059242897	0.11257671	0.0187405
-0.23260348	0.16258313	-0.18217233	-0.123699985	-0.18072374	-0.2654215	0.21433245	0.18275814	0.17615373	-0.16101225	0.24423176	0.34663916	0.1133921	0.18565777	-0.2912101	0.17367315
0.35032856	-0.35768047	0.1256831	0.16875681	0.24077721	0.4757929	-0.398114	-0.2041186	-0.20367427	0.2181776	-0.4902093	-0.40970415	-0.17303678	-0.3411177	0.41551724	-0.07353522
0.017767347	-0.05327126	0.045170482	-0.015387522	0.0043050125	0.07856222	-0.04419695	0.011819543	-0.008318505	-0.02535785	-0.024109505	-0.06411288	-0.044739604	-0.01225067	0.06402513	0.051893804
0.0040554986	0.010098216	-0.057684496	-0.0806829	-0.026194112	-0.067518264	0.0015825138	0.010964755	0.00720764	-0.07407326	0.030146843	0.007047337	0.011001586	0.09129122	-0.017563159	0.034536254
0.14858736	-0.116729684	0.039806515	0.11335411	0.061125513	0.07692974	-0.14304124	-0.066198416	-0.03096215	0.030084657	-0.13124312	-0.114129536	-0.035924084	-0.09288864	0.048425853	-0.037460588
-0.14137664	0.014979158	0.011300923	0.05791668	-0.04521253	-0.17457743	0.12586945	-0.0042859567	0.030631814	-0.009228801	0.12673256	0.18831536	-0.015735088	0.040548876	-0.10686335	0.008584499
0.016834471	0.025768563	-0.053430397	-0.101682894	0.00066015776	0.096359424	0.017431753	0.09674192	0.052701697	-0.05698592	-0.03750638	-0.05462644	0.028541263	0.04929686	0.056088492	0.063778095
-0.2659633	0.2348138	-0.17191681	-0.1838357	-0.27756548	-0.3195959	0.30727363	0.22632244	0.1999455	-0.18232699	0.34178743	0.34698534	0.17250419	0.34499246	-0.28446612	0.25086996
-0.058866173	0.087158695	-0.05671642	-0.04003662	-0.13159893	-0.10339555	0.035518464	0.048642423	0.07280746	-0.09261891	0.09490113	0.049095884	0.10224871	0.08721487	-0.07206491	0.09801993
0.03191107	-0.033397526	0.0040968983	0.00051599124	0.027315812	0.018824505	-0.043769296	0.05626614	-0.007976971	0.011652644	-0.00025986164	-0.042175714	0.0042479816	0.0105468575	0.021355283	-0.0108457105
0.06189801	-0.055544093	0.0009280002	-0.026208764	0.08132141	0.13560349	-0.07771613	0.023332834	0.03412765	0.043630578	-0.07329568	-0.11406956	0.0023658762	-0.050348405	0.12310916	0.017611535
-0.03323534	-0.018994762	-0.10598899	-0.011035078	0.006138949	0.06870751	0.024747778	-0.011679967	0.056402642	-0.07101029	-0.09155454	-0.07991157	0.016346946	0.015059394	0.043261893	0.12174703
-0.015497282	0.07668012	-0.0449114	-0.07423277	-0.061872177	-0.069491066	0.05478112	0.0313592	0.05059218	-0.03912169	-0.0013691235	0.08722554	0.08825202	0.0825601	-0.086909406	0.10480946
-0.37089613	0.34075755	-0.31867018	-0.31601748	-0.31096873	-0.3920539	0.4167191	0.27709344	0.3429707	-0.34350926	0.36515364	0.39486772	0.24954821	0.34982175	-0.43773982	0.32721406
-0.07918162	0.09065338	-0.10232779	-0.08389244	-0.07376102	-0.015193699	0.10219922	0.123434775	0.13010296	-0.064440496	0.08924841	0.014340874	0.069883965	0.0487135	-0.04906494	0.12577882
0.15501936	-0.15452461	0.083037674	0.062487412	0.109587826	0.12516856	-0.05112113	-0.10718222	-0.104653455	0.1320097	-0.12260655	-0.10823932	-0.15198143	-0.06989614	0.07957299	-0.1288449
0.17414041	-0.20821208	0.24325462	0.19477725	0.19444562	0.14292386	-0.17739585	-0.22352524	-0.19777593	0.22937828	-0.18069118	-0.23696373	-0.25110307	-0.25984558	0.1984504	-0.19768281
-0.29143676	0.30806997	-0.28110325	-0.2624124	-0.3125629	-0.43601963	0.38610682	0.264723	0.28003982	-0.2611562	0.39453042	0.38796806	0.21429785	0.3143581	-0.3445504	0.20641667
-0.45535585	0.4121315	-0.34648567	-0.25268725	-0.41584417	-0.5104561	0.4543977	0.31754482	0.29981104	-0.32894897	0.5155194	0.5355804	0.35868764	0.45836648	-0.4389513	0.3034447
-0.07356493	0.07245024	-0.040374156	-0.0068340255	-0.0077111716	-0.15105796	0.045900043	0.017544556	0.07799479	-0.038439006	0.15509637	0.08823054	0.02133441	0.09452668	-0.14406468	0.010077426
-0.37775236	0.391897	-0.39821866	-0.3836672	-0.35662788	-0.3831581	0.34010518	0.30500653	0.34822303	-0.38915882	0.37829727	0.41534662	0.3098755	0.3457661	-0.3313033	0.34777942
0.09302074	-0.07454379	0.09557972	0.057803366	0.02684522	0.018501809	-0.026836114	-0.071070746	-0.040778015	0.08854224	-0.115291074	-0.064762846	-0.06702504	-0.0677428	0.09302631	-0.093496956
0.11348317	-0.12773263	0.03365109	0.057227995	0.06967658	0.20307097	-0.20303942	-0.05721268	-0.032008685	0.008403404	-0.18307345	-0.24028184	-0.10491941	-0.09412209	0.1666593	-0.015433621
-0.11283178	0.037267134	-0.057830837	-0.047503863	-0.0525405	-0.09336946	0.055965308	0.027102763	0.048161056	-0.030238207	0.10132205	0.11273978	0.013859376	0.08634148	-0.12253124	0.017172566
0.00022699345	0.048483912	-0.08577928	-0.10800497	-0.07974994	-0.0073634847	-0.0029974298	0.08637034	0.11156828	-0.11198518	0.0556887	0.03758469	0.12695083	0.065695345	-0.050463	0.08299258
0.14412186	-0.066533886	0.028788181	-0.029948363	0.09514461	0.16263382	-0.17781244	-0.039938517	0.018864036	0.04166402	-0.13578983	-0.11599733	-0.008235071	-0.12160455	0.11828096	0.021004513
0.24748155	-0.20442687	0.20476495	0.15920006	0.21243358	0.30748382	-0.2945372	-0.23219928	-0.21373874	0.22582884	-0.27877373	-0.25610164	-0.22946918	-0.27261755	0.2353903	-0.20468363
-0.072693005	0.095871985	-0.09292672	-0.03513079	-0.02266746	0.019889453	0.042359337	-0.0010024925	0.047539607	-0.012812121	0.015669711	0.02687319	0.027152386	0.05778197	-0.029939724	0.085656345
-0.031169211	0.13167332	-0.06837923	-0.12174265	-0.094965756	-0.024676174	0.036929473	0.06961124	0.080448665	-0.104904525	0.09328631	0.079446554	0.07548289	0.14797984	-0.08951612	0.065283135
0.20220959	-0.13171741	0.13010654	0.14810213	0.18459788	0.21401142	-0.14156008	-0.10947697	-0.09232741	0.1387277	-0.23020929	-0.22944939	-0.09548863	-0.17702998	0.201573	-0.087759055
0.19921747	-0.1961513	0.04036224	0.111248516	0.1576441	0.22690135	-0.25442302	-0.15907748	-0.10163294	0.08125682	-0.27530435	-0.2550795	-0.13859496	-0.18343136	0.26033399	-0.07326707
